Date,Open,High,Low,Close,Volume,Adj Close
2012/12/19,195.46,196.45,195,195.08,4270500,190.32
2012/12/18,193.85,195.92,193.84,195.69,4125900,190.92
2012/12/17,191.76,193.91,191.76,193.62,3792400,188.9
2012/12/14,191.69,193.4,191.26,191.76,3826900,187.08
2012/12/13,192.18,193.05,191.37,191.99,3623200,187.31
2012/12/12,194.6,194.75,192.46,192.95,4241900,188.25
2012/12/11,193.18,194.8,193.15,194.2,4144000,189.46
2012/12/10,192.17,193.54,191.65,192.62,3438500,187.92
2012/12/7,190.14,192.2,190.11,191.95,4091300,187.27
2012/12/6,189.17,190.18,188.41,189.7,3216600,185.07
2012/12/5,189.01,189.46,186.94,188.65,4202100,184.05
2012/12/4,189.71,190.75,189.02,189.36,3990700,184.74
2012/12/3,190.76,191.3,188.36,189.48,3349600,184.86
2012/11/30,191.75,192,189.5,190.07,4936400,185.44
2012/11/29,192.75,192.9,190.2,191.53,4077900,186.86
2012/11/28,190.98,192.04,189.27,191.98,3603600,187.3
2012/11/27,192.08,193.05,191,191.23,3290900,186.57
2012/11/26,192.45,193.37,191.77,192.88,5210300,188.18
2012/11/23,191,193.49,190.8,193.49,3877600,188.77
2012/11/21,189.3,190.89,188.95,190.29,5189600,185.65
2012/11/20,189.88,190.11,188.25,189.2,3170200,184.59
2012/11/19,188.62,190.39,188.3,190.35,3588900,185.71
2012/11/16,186.33,187.56,185.1,186.94,4660800,182.38
2012/11/15,185.83,187.2,184.78,185.85,3411700,181.32
2012/11/14,189.14,189.27,185.28,185.51,4404400,180.99
2012/11/13,188.39,190.88,188.25,188.32,3406700,183.73
2012/11/12,190.03,190.77,187.41,189.25,3067400,184.64
2012/11/9,189.85,191.64,188.88,189.64,3671600,185.02
2012/11/8,191.4,191.81,190.09,190.1,3542200,185.46
2012/11/7,193.36,193.68,191.16,191.16,4746200,186.5
2012/11/6,195.26,196.75,194.68,195.07,3281000,189.48
2012/11/5,192.36,194.97,192.01,194.14,2736200,188.58
2012/11/2,197.53,198,193.29,193.43,4260100,187.89
2012/11/1,194.68,197.89,194.55,197.15,3758800,191.5
2012/10/31,194.8,196.41,193.63,194.53,6052300,188.96
2012/10/26,191.49,193.87,191.47,193.27,4006500,187.74
2012/10/25,191.41,192.44,190.71,191.6,3249600,186.11
2012/10/24,192.44,193.29,190.56,190.72,3738000,185.26
2012/10/23,193.53,194,190.94,191.25,4427400,185.77
2012/10/22,193.71,194.68,192.44,194.4,4402500,188.83
2012/10/19,195.29,196.08,193.18,193.36,6620300,187.82
2012/10/18,199.91,200.14,194.07,194.96,9295900,189.38
2012/10/17,201.21,203.41,198.55,200.63,12673900,194.88
2012/10/16,209.94,211,209.47,211,5632100,204.96
2012/10/15,208.88,209.4,207.82,208.93,3060900,202.95
2012/10/12,205.64,207.96,205.56,207.8,2712000,201.85
2012/10/11,206.57,207.27,205.63,205.76,2910000,199.87
2012/10/10,207.82,208.23,205.05,205.82,4024500,199.93
2012/10/9,209.95,210.74,207.7,207.99,3580400,202.03
2012/10/8,210.02,210.64,209.21,209.82,1982600,203.81
2012/10/5,211.15,211.79,210.06,210.59,2858400,204.56
2012/10/4,210.28,210.97,208.53,210.39,2957500,204.37
2012/10/3,209.94,211.3,209.3,210.51,3192300,204.48
2012/10/2,210.96,211.47,208.5,209.84,3321000,203.83
2012/10/1,208.01,211.75,207.94,210.47,5456900,204.44
2012/9/28,205.66,208.32,205.31,207.45,4910900,201.51
2012/9/27,204.37,206.9,204.14,205.91,2771900,200.01
2012/9/26,205.05,205.98,203.9,204,3423300,198.16
2012/9/25,205.6,207.32,204.95,204.98,3345200,199.11
2012/9/24,205.02,206.06,204.9,205.29,3511100,199.41
